pelanggan_id,nama_pelanggan,kota,tanggal_daftar,segmen
P03157,Citra Maulana,Depok,2023-11-15,Member
P03158,Okta Ramadhan,Semarang,2025-02-15,Reguler
P03159,Dian Santoso,Semarang,2025-05-14,Reguler
P03160,Rangga Firmansyah,Semarang,2023-05-29,Reguler
P03161,Hesti Halim,Jakarta Selatan,2025-07-05,Member
P03162,Wahyu Rahayu,Depok,2025-02-08,Member
P03163,Joko Saputra,Depok,2025-03-08,Premium
P03164,Maya Santoso,Surabaya,2025-06-14,Reguler
P03165,Eka Pratama,Depok,2024-09-18,Member
P03166,Nanda Gunawan,Tangerang Selatan,2024-07-20,Member
P03167,Rangga Permana,Depok,2024-07-16,Premium
P03168,Fajar Wijaya,Denpasar,2024-05-31,Reguler
P03169,Farah Kusuma,Bandung,2025-06-07,Reguler
P03170,Sari Pratama,Malang,2024-04-04,Reguler
P03171,Citra Saputra,Bandung,2024-01-30,Member
P03172,Putri Ramadhan,Semarang,2024-10-10,Reguler
P03173,Wahyu Permana,Depok,2024-12-14,Reguler
P03174,Bayu Wijaya,Tangerang Selatan,2025-09-21,Reguler
P03175,Farah Pratama,Malang,2024-09-25,Reguler
P03176,Jihan Suryani,Surabaya,2025-03-06,Member
P03177,Putri Lestari,Malang,2024-07-19,Member
P03178,Sari Permana,Semarang,2023-12-26,Member
P03179,Galih Gunawan,Malang,2024-04-16,Reguler
P03180,Mila Permana,Jakarta Selatan,2023-12-26,Reguler
P03181,Kartika Santoso,Depok,2025-03-13,Reguler
P03182,Jihan Halim,Depok,2024-12-12,Reguler
P03183,Lestari Pratama,Bandung,2025-08-26,Member
P03184,Putri Setiawan,Tangerang Selatan,2023-07-25,Reguler
P03185,Eka Hartono,Yogyakarta,2023-06-14,Member
P03186,Irfan Suryani,Malang,2024-05-02,Member
P03187,Kartika Rahayu,Bandung,2023-03-16,Reguler
P03188,Wahyu Wijaya,Tangerang Selatan,2025-01-31,Premium
P03189,Farah Suryani,Jakarta Selatan,2023-09-16,Premium
P03190,Wahyu Aditya,Jakarta Selatan,2024-09-03,Member
P03191,Kirana Santoso,Malang,2023-04-01,Member
P03192,Wahyu Halim,Makassar,2023-12-12,Member
P03193,Okta Lestari,Denpasar,2024-04-17,Reguler
P03194,Yanti Maulana,Surabaya,2025-04-26,Reguler
P03195,Mila Hartono,Makassar,2024-04-18,Premium
P03196,Oki Ramadhan,Tangerang Selatan,2024-02-20,Reguler
P03197,Hesti Rahayu,Jakarta Selatan,2023-12-31,Reguler
P03198,Yanti Lestari,Malang,2025-01-16,Member
P03199,Indra Rahayu,Jakarta Selatan,2024-12-21,Premium
P03200,Eka Setiawan,Surabaya,2023-10-07,Reguler
P03201,Gita Halim,Bandung,2025-07-30,Reguler
P03202,Kirana Aditya,Bandung,2025-01-29,Member
P03203,Galih Ramadhan,Jakarta Selatan,2024-03-22,Reguler
P03204,Putri Puspita,Semarang,2023-01-24,Reguler
P03205,Vina Pratama,Tangerang Selatan,2024-07-22,Premium
P03206,Maya Santoso,Malang,2023-03-25,Reguler
P03207,Maya Wijaya,Bandung,2024-09-17,Reguler
P03208,Rangga Nugroho,Malang,2024-09-06,Reguler
P03209,Udin Pratama,Bekasi,2024-01-26,Reguler
P03210,Farah Kusuma,Denpasar,2024-04-01,Member
P03211,Putri Gunawan,Tangerang Selatan,2023-02-27,Member
P03212,Lestari Halim,Surabaya,2023-05-17,Reguler
P03213,Jihan Suryani,Bandung,2023-10-10,Reguler
P03214,Joko Lestari,Yogyakarta,2023-04-19,Member
P03215,Yanti Rahayu,Denpasar,2025-09-26,Premium
P03216,Jihan Lestari,Denpasar,2025-01-17,Reguler
P03217,Okta Suryani,Depok,2025-01-01,Reguler
P03218,Lestari Puspita,Makassar,2023-10-05,Member
P03219,Naufal Maulana,Bandung,2025-01-12,Member
P03220,Farah Santoso,Jakarta Selatan,2024-07-28,Reguler
P03221,Joko Setiawan,Denpasar,2024-07-14,Reguler
P03222,Udin Halim,Jakarta Selatan,2023-02-26,Member
P03223,Zaki Saputra,Depok,2025-03-18,Reguler
P03224,Jihan Saputra,Jakarta Barat,2024-10-11,Reguler
P03225,Kirana Suryani,Depok,2025-06-03,Reguler
P03226,Naufal Hartono,Yogyakarta,2023-09-02,Reguler
P03227,Nanda Saputra,Jakarta Selatan,2025-08-19,Member
P03228,Sari Pratama,Jakarta Barat,2024-10-25,Premium
P03229,Kartika Saputra,Depok,2023-07-10,Member
P03230,Naufal Aditya,Semarang,2025-05-05,Reguler
P03231,Maya Aditya,Bandung,2023-04-27,Member
P03232,Tono Rahayu,Surabaya,2024-04-20,Reguler
P03233,Gita Nugroho,Bekasi,2025-02-27,Member
P03234,Vina Anggraini,Jakarta Selatan,2024-11-06,Premium
P03235,Fajar Saputra,Jakarta Selatan,2023-12-29,Member
P03236,Rangga Setiawan,Tangerang Selatan,2025-07-07,Member
P03237,Jihan Ramadhan,Yogyakarta,2024-06-18,Reguler
P03238,Dian Puspita,Makassar,2023-06-19,Premium
P03239,Eka Hartono,Makassar,2025-03-15,Reguler
P03240,Oki Permana,Jakarta Selatan,2024-10-10,Reguler
P03241,Zaki Wijaya,Bandung,2023-04-22,Reguler
P03242,Joko Firmansyah,Bekasi,2024-09-04,Reguler
P03243,Mila Lestari,Jakarta Barat,2024-09-23,Reguler
P03244,Wahyu Halim,Tangerang Selatan,2023-06-20,Reguler
P03245,Fajar Puspita,Denpasar,2024-12-27,Member
P03246,Dewi Aditya,Bandung,2025-01-15,Member
P03247,Putri Hartono,Jakarta Selatan,2024-05-13,Reguler
P03248,Adi Lestari,Yogyakarta,2024-02-10,Reguler
P03249,Galih Santoso,Surabaya,2024-02-03,Member
P03250,Irfan Santoso,Bandung,2024-05-24,Member
P03251,Nanda Kusuma,Denpasar,2025-03-13,Member
P03252,Fajar Santoso,Depok,2024-06-10,Reguler
P03253,Vina Gunawan,Surabaya,2024-07-25,Member
P03254,Indra Permana,Makassar,2024-02-08,Reguler
P03255,Maya Rahayu,Jakarta Barat,2023-06-14,Reguler
P03256,Rangga Maulana,Surabaya,2025-04-24,Member
P03257,Jihan Firmansyah,Surabaya,2025-08-22,Reguler
P03258,Jihan Saputra,Yogyakarta,2025-07-23,Member
P03259,Hesti Hartono,Denpasar,2024-08-28,Reguler
P03260,Kirana Kusuma,Malang,2023-07-27,Reguler
P03261,Zaki Firmansyah,Jakarta Barat,2025-06-08,Reguler
P03262,Jihan Halim,Surabaya,2024-05-20,Reguler
P03263,Rangga Halim,Semarang,2023-03-02,Reguler
P03264,Naufal Rahayu,Malang,2023-07-15,Reguler
P03265,Adi Santoso,Yogyakarta,2023-06-15,Reguler
P03266,Jihan Saputra,Makassar,2024-05-06,Reguler
P03267,Jihan Permana,Bandung,2023-01-29,Member
P03268,Hana Kusuma,Surabaya,2024-12-17,Member
P03269,Fajar Santoso,Yogyakarta,2025-01-22,Member
P03270,Putri Pratama,Makassar,2023-10-31,Premium
P03271,Eka Wijaya,Jakarta Selatan,2023-11-13,Member
P03272,Maya Maulana,Yogyakarta,2024-06-05,Member
P03273,Gita Aditya,Tangerang Selatan,2024-11-29,Member
P03274,Eka Kusuma,Jakarta Barat,2025-03-20,Member
P03275,Naufal Setiawan,Semarang,2024-07-26,Reguler
P03276,Jihan Nugroho,Surabaya,2024-02-13,Reguler
P03277,Citra Halim,Jakarta Barat,2025-02-11,Reguler
P03278,Hana Gunawan,Surabaya,2024-09-19,Member
P03279,Dian Puspita,Depok,2025-02-12,Member
P03280,Joko Firmansyah,Jakarta Selatan,2023-01-08,Member
P03281,Nanda Firmansyah,Makassar,2023-11-05,Member
P03282,Maya Anggraini,Jakarta Barat,2025-01-24,Premium
P03283,Citra Nugroho,Tangerang Selatan,2024-02-21,Reguler
P03284,Zaki Maulana,Depok,2023-07-12,Reguler
P03285,Citra Firmansyah,Bekasi,2024-10-05,Member
P03286,Zaki Setiawan,Jakarta Barat,2024-12-13,Member
P03287,Farah Hartono,Jakarta Barat,2023-12-03,Reguler
P03288,Maya Puspita,Bandung,2025-01-05,Member
P03289,Indra Nugroho,Bandung,2024-02-24,Premium
P03290,Kartika Rahayu,Surabaya,2023-01-27,Reguler
P03291,Okta Halim,Tangerang Selatan,2023-01-05,Member
P03292,Lukman Ramadhan,Jakarta Barat,2024-03-11,Member
P03293,Gita Hartono,Bekasi,2024-03-22,Reguler
P03294,Maya Santoso,Tangerang Selatan,2025-06-13,Member
P03295,Yanti Nugroho,Surabaya,2024-09-21,Reguler
P03296,Vina Puspita,Makassar,2024-11-15,Reguler
P03297,Farah Lestari,Jakarta Selatan,2024-02-07,Reguler
P03298,Putri Maulana,Malang,2023-11-25,Reguler
P03299,Sari Gunawan,Jakarta Selatan,2025-02-10,Reguler
P03300,Gita Puspita,Malang,2023-11-09,Reguler
P03301,Okta Aditya,Denpasar,2023-12-29,Reguler
P03302,Jihan Rahayu,Depok,2023-11-21,Member
P03303,Dewi Firmansyah,Jakarta Barat,2023-09-07,Reguler
P03304,Zaki Aditya,Depok,2024-09-09,Reguler
P03305,Kirana Nugroho,Tangerang Selatan,2023-01-03,Premium
P03306,Irfan Maulana,Bekasi,2023-02-06,Member
P03307,Lestari Wijaya,Semarang,2025-09-07,Member
P03308,Zaki Suryani,Makassar,2024-02-27,Premium
P03309,Nanda Kusuma,Tangerang Selatan,2025-03-30,Reguler
P03310,Udin Suryani,Tangerang Selatan,2025-08-19,Reguler
P03311,Udin Puspita,Yogyakarta,2024-09-11,Member
P03312,Gita Pratama,Jakarta Barat,2023-02-10,Member
P03313,Vina Saputra,Bandung,2025-02-02,Reguler
P03314,Lestari Setiawan,Bandung,2023-06-08,Premium
P03315,Rangga Wijaya,Semarang,2024-03-16,Member
P03316,Lestari Anggraini,Surabaya,2025-01-08,Reguler
P03317,Maya Setiawan,Malang,2023-12-08,Premium
P03318,Zaki Anggraini,Jakarta Selatan,2023-08-22,Premium
P03319,Kirana Wijaya,Depok,2025-09-01,Premium
P03320,Yanti Wijaya,Tangerang Selatan,2025-02-15,Member
P03321,Bayu Permana,Surabaya,2023-09-06,Reguler
P03322,Adi Setiawan,Makassar,2025-02-26,Member
P03323,Okta Santoso,Bandung,2024-01-03,Reguler
P03324,Dian Permana,Bekasi,2024-01-02,Reguler
P03325,Yanti Ramadhan,Jakarta Selatan,2023-05-26,Member
P03326,Lestari Firmansyah,Bandung,2025-03-09,Premium
P03327,Kirana Aditya,Malang,2025-01-13,Reguler
P03328,Yanti Maulana,Surabaya,2024-04-04,Reguler
P03329,Nanda Nugroho,Surabaya,2023-03-08,Member
P03330,Indra Nugroho,Jakarta Barat,2025-05-31,Premium
P03331,Indra Hartono,Makassar,2023-12-02,Reguler
P03332,Kartika Setiawan,Bandung,2023-04-07,Reguler
P03333,Lukman Permana,Jakarta Selatan,2025-01-14,Reguler
P03334,Lestari Saputra,Denpasar,2023-01-26,Reguler
P03335,Budi Gunawan,Bekasi,2025-02-08,Reguler
P03336,Okta Aditya,Jakarta Selatan,2025-01-03,Member
P03337,Joko Maulana,Yogyakarta,2024-07-11,Reguler
P03338,Sari Saputra,Bandung,2024-12-18,Reguler
P03339,Hesti Santoso,Jakarta Selatan,2024-01-23,Member
P03340,Dian Wijaya,Semarang,2024-06-20,Premium
P03341,Farah Setiawan,Depok,2024-07-27,Member
P03342,Farah Suryani,Malang,2025-01-21,Premium
P03343,Lestari Maulana,Semarang,2025-04-15,Reguler
P03344,Tono Suryani,Surabaya,2025-02-05,Premium
P03345,Zaki Santoso,Bandung,2025-01-02,Member
P03346,Hesti Setiawan,Depok,2025-03-30,Reguler
P03347,Eka Maulana,Denpasar,2023-01-24,Reguler
P03348,Oki Permana,Bandung,2023-09-22,Reguler
P03349,Lestari Saputra,Semarang,2024-09-25,Member
P03350,Galih Halim,Jakarta Selatan,2024-11-25,Member
P03351,Sari Maulana,Jakarta Barat,2023-07-28,Reguler
P03352,Vina Firmansyah,Surabaya,2025-03-18,Member
P03353,Gita Ramadhan,Tangerang Selatan,2024-01-31,Member
P03354,Mila Setiawan,Jakarta Selatan,2023-06-24,Reguler
P03355,Nanda Anggraini,Depok,2025-02-16,Premium
P03356,Hana Setiawan,Surabaya,2025-03-06,Premium
P03357,Maya Kusuma,Tangerang Selatan,2023-06-15,Member
P03358,Irfan Kusuma,Tangerang Selatan,2023-04-04,Reguler
P03359,Gita Aditya,Bekasi,2025-05-20,Member
P03360,Adi Aditya,Denpasar,2024-05-29,Premium
P03361,Irfan Anggraini,Tangerang Selatan,2024-10-05,Premium
P03362,Nanda Puspita,Malang,2025-07-05,Reguler
P03363,Hana Saputra,Semarang,2025-01-12,Premium
P03364,Dewi Firmansyah,Tangerang Selatan,2025-01-30,Reguler
P03365,Mila Aditya,Surabaya,2024-09-02,Member
P03366,Putri Ramadhan,Denpasar,2024-04-08,Member
P03367,Lukman Hartono,Jakarta Barat,2024-08-02,Member
P03368,Maya Aditya,Depok,2025-06-25,Member
P03369,Kartika Santoso,Malang,2025-03-27,Member
P03370,Jihan Nugroho,Jakarta Selatan,2025-07-12,Reguler
P03371,Fajar Nugroho,Jakarta Selatan,2023-09-07,Member
P03372,Adi Kusuma,Makassar,2024-04-10,Member
P03373,Adi Gunawan,Bekasi,2025-01-29,Reguler
P03374,Citra Santoso,Denpasar,2023-11-03,Reguler
P03375,Fajar Firmansyah,Denpasar,2025-08-13,Premium
P03376,Adi Lestari,Surabaya,2024-05-01,Member
P03377,Kirana Kusuma,Yogyakarta,2023-02-28,Member
P03378,Budi Aditya,Bandung,2023-02-28,Member
P03379,Mila Kusuma,Surabaya,2024-08-13,Member
P03380,Gita Kusuma,Jakarta Selatan,2025-04-01,Premium
P03381,Dian Halim,Jakarta Selatan,2023-10-11,Reguler
P03382,Hana Santoso,Surabaya,2024-01-30,Reguler
P03383,Putri Hartono,Tangerang Selatan,2023-11-03,Reguler
P03384,Citra Nugroho,Tangerang Selatan,2023-11-27,Member
P03385,Hesti Wijaya,Semarang,2025-05-24,Member
P03386,Naufal Puspita,Jakarta Selatan,2023-02-27,Reguler
P03387,Maya Setiawan,Tangerang Selatan,2023-07-14,Reguler
P03388,Galih Saputra,Malang,2023-08-05,Member
P03389,Irfan Firmansyah,Jakarta Selatan,2023-12-18,Member
P03390,Sari Wijaya,Jakarta Selatan,2024-10-13,Reguler
P03391,Galih Ramadhan,Bandung,2025-07-22,Reguler
P03392,Maya Firmansyah,Jakarta Selatan,2024-03-03,Member
P03393,Hana Anggraini,Tangerang Selatan,2024-03-14,Reguler
P03394,Sari Anggraini,Malang,2024-01-26,Premium
P03395,Jihan Lestari,Bekasi,2024-01-11,Reguler
P03396,Budi Lestari,Surabaya,2024-01-28,Reguler
P03397,Zaki Permana,Tangerang Selatan,2024-03-17,Member
P03398,Gita Pratama,Surabaya,2023-01-29,Member
P03399,Dewi Permana,Surabaya,2023-01-29,Premium
P03400,Okta Gunawan,Denpasar,2023-04-10,Member
P03401,Kartika Permana,Bandung,2023-03-29,Reguler
P03402,Zaki Ramadhan,Denpasar,2023-09-28,Member
P03403,Naufal Setiawan,Yogyakarta,2024-03-25,Reguler
P03404,Zaki Halim,Jakarta Selatan,2025-08-08,Member
P03405,Oki Firmansyah,Bandung,2025-08-08,Reguler
P03406,Fajar Aditya,Jakarta Selatan,2023-03-01,Reguler
P03407,Maya Kusuma,Denpasar,2023-02-27,Reguler
P03408,Nanda Nugroho,Semarang,2025-07-01,Reguler
P03409,Wahyu Rahayu,Yogyakarta,2025-02-14,Member
P03410,Budi Gunawan,Jakarta Barat,2023-05-03,Reguler
P03411,Lestari Firmansyah,Tangerang Selatan,2024-03-22,Premium
P03412,Lestari Aditya,Yogyakarta,2025-06-06,Reguler
P03413,Kartika Santoso,Tangerang Selatan,2023-05-01,Reguler
P03414,Dewi Ramadhan,Jakarta Barat,2024-10-09,Reguler
P03415,Fajar Setiawan,Malang,2023-08-29,Reguler
P03416,Zaki Anggraini,Bekasi,2023-07-22,Reguler
P03417,Nanda Santoso,Jakarta Barat,2024-12-25,Reguler
P03418,Rangga Suryani,Jakarta Selatan,2023-05-18,Reguler
P03419,Joko Kusuma,Jakarta Selatan,2025-03-29,Reguler
P03420,Jihan Rahayu,Makassar,2024-11-25,Reguler
P03421,Naufal Aditya,Semarang,2024-11-21,Member
P03422,Mila Setiawan,Semarang,2023-09-09,Member
P03423,Udin Setiawan,Malang,2023-03-12,Reguler
P03424,Farah Ramadhan,Semarang,2025-03-03,Reguler
P03425,Eka Hartono,Bekasi,2024-02-03,Member
P03426,Putri Aditya,Jakarta Selatan,2024-03-11,Member
P03427,Joko Pratama,Bekasi,2024-05-06,Reguler
P03428,Lestari Puspita,Yogyakarta,2024-11-17,Reguler
P03429,Okta Halim,Denpasar,2024-11-25,Reguler
P03430,Kirana Gunawan,Malang,2025-05-20,Member
P03431,Rangga Setiawan,Surabaya,2023-08-22,Reguler
P03432,Hana Pratama,Bandung,2023-05-04,Reguler
P03433,Oki Nugroho,Makassar,2023-01-15,Reguler
P03434,Oki Maulana,Bandung,2025-04-17,Member
P03435,Hana Gunawan,Bandung,2023-11-21,Reguler
P03436,Zaki Puspita,Depok,2025-04-30,Reguler
P03437,Bayu Permana,Denpasar,2023-06-16,Reguler
P03438,Eka Halim,Tangerang Selatan,2023-05-07,Member
P03439,Tono Pratama,Bekasi,2023-05-28,Reguler
P03440,Kirana Kusuma,Yogyakarta,2023-05-08,Reguler
P03441,Oki Pratama,Jakarta Barat,2023-08-31,Reguler
P03442,Farah Wijaya,Semarang,2025-07-22,Member
P03443,Hesti Rahayu,Surabaya,2025-05-12,Reguler
P03444,Irfan Kusuma,Jakarta Selatan,2024-12-29,Reguler
P03445,Vina Nugroho,Denpasar,2023-04-02,Premium
P03446,Farah Wijaya,Tangerang Selatan,2023-07-09,Member
P03447,Dewi Wijaya,Malang,2025-06-19,Reguler
P03448,Maya Pratama,Malang,2024-11-30,Reguler
P03449,Budi Ramadhan,Yogyakarta,2025-05-05,Premium
P03450,Hesti Anggraini,Jakarta Barat,2024-10-25,Reguler
P03451,Hesti Aditya,Bekasi,2024-09-12,Reguler
P03452,Udin Anggraini,Yogyakarta,2023-06-08,Reguler
P03453,Budi Lestari,Jakarta Selatan,2023-06-13,Reguler
P03454,Vina Hartono,Semarang,2023-07-23,Reguler
P03455,Okta Puspita,Depok,2023-09-08,Member
P03456,Lestari Maulana,Denpasar,2025-07-09,Reguler
P03457,Okta Puspita,Semarang,2025-08-29,Reguler
P03458,Gita Saputra,Bekasi,2024-01-14,Member
P03459,Budi Anggraini,Jakarta Selatan,2025-02-13,Reguler
P03460,Budi Santoso,Surabaya,2024-01-15,Reguler
P03461,Dian Saputra,Malang,2023-09-27,Reguler
P03462,Okta Anggraini,Bandung,2025-07-30,Reguler
P03463,Lukman Wijaya,Malang,2023-04-15,Member
P03464,Kartika Firmansyah,Tangerang Selatan,2024-09-05,Reguler
P03465,Vina Puspita,Makassar,2025-05-25,Reguler
P03466,Oki Wijaya,Tangerang Selatan,2024-01-09,Member
P03467,Kartika Santoso,Jakarta Barat,2025-06-19,Member
P03468,Citra Firmansyah,Yogyakarta,2023-03-14,Member
P03469,Hesti Gunawan,Surabaya,2023-04-10,Reguler
P03470,Farah Lestari,Bandung,2025-08-03,Member
P03471,Farah Gunawan,Bandung,2024-06-17,Premium
P03472,Putri Maulana,Surabaya,2024-07-17,Member
P03473,Yanti Wijaya,Tangerang Selatan,2024-06-24,Reguler
P03474,Gita Setiawan,Jakarta Selatan,2024-12-16,Reguler
P03475,Eka Permana,Jakarta Selatan,2025-01-28,Member
P03476,Rangga Lestari,Bekasi,2023-07-20,Reguler
P03477,Jihan Lestari,Jakarta Selatan,2025-06-11,Reguler
P03478,Gita Puspita,Jakarta Barat,2025-04-14,Premium
P03479,Gita Santoso,Semarang,2024-10-20,Member
P03480,Eka Wijaya,Depok,2024-01-13,Member
